Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Year,Detected by Radial Velocity Variations,Detected by Pulsar Timing Variations,Detected by Pulsation Timing Variations,Detected by Transits,Detected by Astrometric Variations,Detected by Orbital Brightness Modulations,Detected by Microlensing,Detected by Eclipse Timing Variations,Detected by Imaging,Detected by Disk Kinematics,Controversial Flag,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.46248,75.58833,61.10061,313.41689,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.46248,75.58833,61.10061,313.41689,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.92018,77.72618,62.77428,316.32853,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.92018,77.72618,62.77428,316.32853,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.4819,79.86512,62.81135,321.92363,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.17315,78.25959,69.80736,301.12333,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.06907,82.0602,66.99952,321.60595,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.91811,73.86962,64.48924,300.80461,0,0,0,0,0
2,1,0,1,2016,0,0,0,1,0,0,0,0,0,0,0,6.83604,75.45396,59.74922,315.27075,0,0,0,0,0
1,2,0,0,2017,0,0,0,1,0,0,0,0,0,0,0,11.12886,74.45609,62.33981,307.90248,0,0,0,0,0
1,2,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,11.12886,74.45609,62.33981,307.90248,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,21.12868,76.92011,70.43928,291.84651,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,21.12868,76.92011,70.43928,291.84651,0,0,0,0,0
1,1,0,0,2017,0,0,0,1,0,0,0,0,0,0,0,8.2103,77.22891,61.9116,316.41193,0,0,0,0,0
2,1,0,0,2017,0,0,0,1,0,0,0,0,0,0,0,19.45131,78.1688,70.50987,297.9625,0,0,0,0,0
1,1,0,0,2017,0,0,0,1,0,0,0,0,0,0,0,13.5651,82.45902,69.27339,318.64621,0,0,0,0,0
1,1,0,0,2017,0,0,0,1,0,0,0,0,0,0,0,8.24842,75.35176,60.78646,313.32676,0,0,0,0,0
1,1,0,0,2018,0,0,0,1,0,0,0,0,0,0,0,19.06885,73.86663,66.91972,292.61124,0,0,0,0,0
1,1,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,14.01685,70.10576,61.07392,297.38621,0,0,0,0,0
1,2,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,15.86374,70.07924,62.13985,294.21316,0,0,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,15.86374,70.07924,62.13985,294.21316,0,0,0,0,0
1,1,0,0,2019,1,0,0,1,0,0,0,0,0,0,0,8.55004,72.51658,59.15542,308.72125,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.81924,81.14899,68.6996,315.3989,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.81924,81.14899,68.6996,315.3989,0,0,0,0,0
1,3,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.81924,81.14899,68.6996,315.3989,0,0,0,0,0
2,1,0,1,2020,0,0,0,1,0,0,0,0,0,0,0,16.15714,72.26462,64.02419,296.36893,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,15.44414,80.31086,69.39549,310.70637,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,17.76123,79.80597,70.66815,304.85695,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,12.20124,73.02343,62.08204,304.15469,0,0,0,0,0
1,2,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.74522,80.30239,64.93574,319.89917,0,0,0,0,0
1,2,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.74522,80.30239,64.93574,319.89917,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,19.41312,77.84988,70.24277,297.53931,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,10.02549,79.94767,64.96478,318.8434,0,0,0,0,0
1,3,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,6.90783,74.4723,59.1973,313.67906,0,0,0,0,0
1,3,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,6.90783,74.4723,59.1973,313.67906,0,0,0,0,0
1,3,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,6.90783,74.4723,59.1973,313.67906,0,0,0,0,0
2,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,9.44486,71.35329,58.99247,305.90904,0,0,0,0,0
2,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,9.44486,71.35329,58.99247,305.90904,0,0,0,0,0
2,4,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.44486,71.35329,58.99247,305.90904,0,0,0,0,0
2,4,0,0,2016,1,0,0,1,0,0,0,0,0,0,0,9.44486,71.35329,58.99247,305.90904,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,13.13633,74.93061,64.0799,305.45336,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,10.57479,72.02506,60.25447,305.21898,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,6.78475,75.04428,59.45738,314.70157,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,18.29475,78.98169,70.41743,302.11155,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,11.21376,78.38828,64.97795,314.25856,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,16.7544,70.97329,63.35046,293.66464,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,15.36974,74.40648,65.17637,300.75817,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.78928,81.14917,65.43797,321.49084,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.5162,71.37765,59.05963,305.84295,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,14.05749,82.79837,69.86535,318.57399,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,8.72341,73.42971,59.89624,309.79841,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,8.72341,73.42971,59.89624,309.79841,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,7.18752,74.41131,59.37499,313.24374,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,10.55535,79.97224,65.4088,318.15198,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.09849,72.93853,59.84051,308.5817,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,8.46112,78.73432,62.99586,318.6864,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,12.17404,79.03919,66.12432,313.96987,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.70889,77.62455,63.33506,315.08468,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,11.81785,74.34305,62.75068,306.67902,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,16.61049,82.01382,71.36275,311.93258,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,12.8854,72.98548,62.51424,303.011,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,10.34205,71.24425,59.5379,304.49934,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.17842,71.50909,62.85779,297.16486,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.17842,71.50909,62.85779,297.16486,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.17842,71.50909,62.85779,297.16486,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.17842,71.50909,62.85779,297.16486,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.17842,71.50909,62.85779,297.16486,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,14.07622,73.08366,63.36579,301.16893,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,15.04164,71.6846,62.91061,297.62834,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,16.90563,77.67308,68.5698,302.87684,0,0,0,0,0
1,2,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,15.30878,79.6509,68.85961,309.6709,0,0,0,0,0
1,2,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.30878,79.6509,68.85961,309.6709,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.53827,73.46926,60.51986,308.73978,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,12.45831,79.01123,66.3247,313.46515,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.19024,75.703,61.73124,312.62154,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,15.04776,74.44132,64.99693,301.39785,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,9.38916,72.42374,59.69812,307.45396,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,14.44265,80.88667,69.01769,313.75344,0,0,0,0,0
1,1,0,0,2011,1,0,0,1,0,1,0,0,0,0,0,10.24166,81.82493,66.17969,322.24844,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,16.47671,71.75047,63.8077,295.12581,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,16.47671,71.75047,63.8077,295.12581,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,16.24851,76.03716,66.94617,301.54461,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,15.13726,72.61899,63.6839,298.68425,0,0,0,0,0
1,1,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,17.25401,74.73093,66.57872,297.58434,0,0,0,0,0
1,1,0,0,2013,1,0,0,1,0,0,0,0,0,0,0,15.90743,82.73316,71.28537,314.99709,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,6.55518,79.9197,62.05567,323.09266,0,0,0,0,0
1,2,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,6.55518,79.9197,62.05567,323.09266,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.15634,77.57112,62.86796,315.74743,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,18.04476,73.53701,66.10109,294.34296,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,8.2812,75.89964,61.15542,314.14828,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,8.2812,75.89964,61.15542,314.14828,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,8.2812,75.89964,61.15542,314.14828,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.85916,70.46256,58.64659,304.15277,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.61078,76.84314,61.20298,316.53204,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,19.19378,80.2389,71.90828,302.27955,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.22309,74.25854,64.97302,300.81233,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.31498,78.87078,66.12668,313.43453,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.07705,74.74287,61.76947,309.88209,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.73059,77.47324,62.47183,316.1473,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.91794,82.38598,68.70651,319.53935,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.7864,75.35266,63.42377,308.27938,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.3225,69.21634,61.14843,294.1568,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,17.34751,71.60688,64.18333,293.30669,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,17.34751,71.60688,64.18333,293.30669,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,17.34751,71.60688,64.18333,293.30669,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,17.34751,71.60688,64.18333,293.30669,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.86939,80.72527,66.09561,319.16887,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,18.43362,74.99943,67.46975,295.49806,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.11144,75.42329,60.72586,313.617,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.12381,79.65053,66.46335,315.20047,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.63223,81.17623,66.97357,318.96281,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.12489,73.63689,60.33041,309.55617,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,18.05317,75.70415,67.79887,297.32718,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.24254,70.87455,59.88037,302.69795,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,13.66878,70.0941,60.85227,297.94353,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.75519,76.64025,61.98381,314.72319,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,9.73401,75.2479,61.848,311.15042,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,9.73401,75.2479,61.848,311.15042,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,18.9742,73.08062,66.23836,291.82804,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.71021,69.3932,57.77216,303.00492,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.353,70.52957,58.34586,304.94598,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.29225,70.3644,58.87057,303.41803,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.85217,74.68894,61.5677,310.1194,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,20.70764,76.36597,69.77956,292.13992,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.43245,70.25324,59.54961,301.61587,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.89645,81.07468,66.31476,319.82669,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.4003,80.74418,66.53788,318.43618,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.45268,80.99304,66.72308,318.8576,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.33905,74.71852,65.38892,301.27278,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.33905,74.71852,65.38892,301.27278,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,15.33905,74.71852,65.38892,301.27278,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.87006,72.31602,59.25105,308.01398,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.85538,72.02363,59.75115,306.24714,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,16.09948,75.69421,66.59729,301.30425,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.07071,79.69274,68.71504,310.20544,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.39401,74.54269,63.29318,306.07225,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.93874,75.6866,63.03175,310.09942,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,14.12111,73.49581,63.70002,301.67112,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,18.00601,75.20398,67.3847,296.70144,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,17.03042,76.14092,67.51502,300.13473,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,14.17954,77.20386,66.39335,307.32847,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.96113,75.39446,64.97267,304.769,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.96113,75.39446,64.97267,304.769,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,14.14282,80.56864,68.58965,313.64097,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,19.13301,79.75107,71.5108,301.51187,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,16.13825,82.71749,71.45281,314.50142,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.9048,77.59797,67.85542,304.77561,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,13.01042,82.93049,69.08579,320.6016,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.44064,74.50399,59.6285,313.06474,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.37714,74.10488,60.82862,309.90154,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.20264,80.8305,65.6071,320.30659,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,6.70075,74.67765,59.16464,314.24659,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.56558,82.50797,66.81246,323.24233,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.63645,77.02616,63.67729,312.744,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.63645,77.02616,63.67729,312.744,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.63645,77.02616,63.67729,312.744,0,0,0,0,0
1,4,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.63645,77.02616,63.67729,312.744,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,19.28106,78.72046,70.82962,299.3094,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,19.38653,79.03781,71.1326,299.60049,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.59203,71.90027,60.86044,303.53808,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.37925,73.69343,60.55498,309.28893,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.01365,74.53703,61.58551,309.65839,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.0739,77.41317,61.91246,316.89567,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.17114,79.4584,66.38221,314.76072,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.69918,79.54791,66.8457,314.08634,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.78099,79.70836,62.97781,321.28427,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.40623,76.69865,63.29311,312.53045,0,0,0,0,0
1,2,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,16.72431,75.49689,66.84141,299.77215,0,0,0,0,0
1,2,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,16.72431,75.49689,66.84141,299.77215,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.52261,78.26557,61.96143,319.03702,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,14.55928,80.94695,69.14433,313.66621,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.10432,71.06697,60.59161,301.6467,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,13.96584,69.05494,60.22922,296.22008,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,13.42586,72.38085,62.42461,301.2928,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,14.0307,69.56634,60.66537,296.71756,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,14.01882,78.95728,67.46028,310.73358,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.8059,69.95216,58.91403,302.15442,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.35409,74.60682,65.31558,301.0802,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.93149,80.59844,63.58008,322.75516,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,16.73486,77.56786,68.38234,303.05274,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,16.73486,77.56786,68.38234,303.05274,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,16.73486,77.56786,68.38234,303.05274,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,10.53166,75.8848,62.86068,311.01754,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.8821,74.65839,63.01493,307.05616,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,19.80508,73.20287,66.76303,290.18645,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.93344,75.65841,60.73484,314.21613,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.95858,78.89353,63.49202,318.3278,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.67812,80.78081,66.7834,318.09577,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.57483,71.48667,59.1774,305.90834,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.58472,78.31739,68.14437,306.66032,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,13.6788,77.68383,66.36465,309.0339,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,17.68993,71.44036,64.23681,292.44787,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.05858,81.86816,66.04824,322.58409,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.05858,81.86816,66.04824,322.58409,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.72115,79.00491,65.75318,314.61178,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,16.87575,72.72911,64.8043,295.61449,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.28475,72.8198,59.16528,309.50603,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,11.13423,73.45576,61.65163,306.4118,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.90528,80.83058,63.67912,323.22603,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,14.18925,70.09283,61.16839,297.09036,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,6.73189,80.15696,62.32959,323.32483,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,12.9805,78.2408,66.22367,311.20451,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,9.72841,70.27663,58.42352,304.099,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,17.70472,82.32839,72.36609,310.22888,0,0,0,0,0
1,3,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,8.92007,79.0074,63.52628,318.57918,0,0,0,0,0
1,3,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,8.92007,79.0074,63.52628,318.57918,0,0,0,0,2
1,3,0,0,2011,1,0,0,1,0,0,0,0,0,0,0,8.92007,79.0074,63.52628,318.57918,0,0,0,0,2
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,12.80745,82.68811,68.78468,320.37993,0,0,0,0,0
1,2,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,12.80745,82.68811,68.78468,320.37993,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.01237,74.99789,59.60667,314.35071,0,0,0,0,0
1,2,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,8.11892,73.04331,59.19188,310.03926,0,0,0,0,0
1,2,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,8.11892,73.04331,59.19188,310.03926,0,0,0,0,0
1,2,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.28213,79.26853,62.32147,321.08689,0,0,0,0,0
1,2,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.28213,79.26853,62.32147,321.08689,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,6.888,80.13824,62.45287,323.11431,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,15.80738,71.21319,62.9997,295.67977,0,0,0,0,0
1,1,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,17.54556,80.50295,71.01359,306.70621,0,0,0,0,0
